id,title,verdict,reason
tmdb-53080-blini-pancakes,Blini Pancakes,keep,
tmdb-52888-eccles-cakes,Eccles Cakes,keep,
tmdb-53114-ugali-kenyan-cornmeal,Ugali – Kenyan cornmeal,keep,
tmdb-53115-red-onion-pickle,Red onion pickle,keep,
tmdb-52974-keleya-zaara,Keleya Zaara,keep,
tmdb-53038-mustard-champ,Mustard champ,keep,
tmdb-53017-paszteciki-polish-pasties,Paszteciki (Polish Pasties),keep,
tmdb-53232-vietnamese-chicken-salad,Vietnamese chicken salad,keep,
tmdb-53026-tamiya,Tamiya,keep,
tmdb-53128-kv-fjord-cake-verdens-beste-world-s-best-cake,Kvæfjord Cake “Verdens Beste” (World’s Best Cake),keep,
tmdb-53327-venezuelan-coconut-chicken,Venezuelan Coconut Chicken,keep,
tmdb-53215-shakshouka,Shakshouka,keep,
tmdb-52959-baked-salmon-with-fennel-tomatoes,Baked salmon with fennel & tomatoes,keep,
tmdb-53141-carbonada-criolla,Carbonada Criolla,keep,
tmdb-53170-chocolate-churros-with-chocolate-salted-caramel-sauce,Chocolate churros with chocolate & salted caramel sauce,keep,
tmdb-53166-chickpea-chorizo-spinach-stew,"Chickpea, chorizo & spinach stew",keep,
tmdb-53041-grilled-portuguese-sardines,Grilled Portuguese sardines,keep,
tmdb-53083-lamb-pilaf-plov,Lamb Pilaf (Plov),keep,
tmdb-53172-patatas-bravas,Patatas bravas,keep,
tmdb-53101-chocolate-coconut-squares,Chocolate Coconut Squares,keep,
tmdb-53168-chorizo-chickpea-soup,Chorizo & chickpea soup,keep,
tmdb-53072-crispy-eggplant,Crispy Eggplant,keep,
tmdb-52802-fish-pie,Fish pie,keep,
tmdb-52816-roasted-eggplant-with-tahini-pine-nuts-and-lentils,"Roasted Eggplant With Tahini, Pine Nuts, and Lentils",keep,
tmdb-53358-chicken-mandi,Chicken Mandi,keep,
tmdb-52881-steak-and-kidney-pie,Steak and Kidney Pie,keep,
tmdb-53156-arroz-al-horno-baked-rice,Arroz al horno (baked rice),keep,
tmdb-53021-golabki-cabbage-roll,Golabki (cabbage roll),keep,
tmdb-53265-chilli-ginger-lamb-chops,Chilli ginger lamb chops,keep,
tmdb-52889-summer-pudding,Summer Pudding,keep,
tmdb-53223-mutabbaq,Mutabbaq,keep,
tmdb-52857-pumpkin-pie,Pumpkin Pie,keep,
tmdb-53091-falafel-pita-sandwich-with-tahini-sauce,Falafel Pita Sandwich with Tahini Sauce,keep,
tmdb-53288-algerian-flafla-bell-pepper-salad,Algerian Flafla (Bell Pepper Salad),keep,
tmdb-53196-tom-yum-hot-sour-soup-with-prawns,Tom yum (hot & sour) soup with prawns,keep,
tmdb-53225-yemeni-lahsa-elite-shakshuka,Yemeni Lahsa (Elite Shakshuka),keep,
tmdb-52769-kapsalon,Kapsalon,keep,
tmdb-52774-pad-see-ew,Pad See Ew,keep,
tmdb-53181-spanish-beans-with-chicken-chorizo,Spanish beans with chicken & chorizo,keep,
tmdb-53132-mazariner-scandinavian-almond-tartlets,Mazariner – Scandinavian Almond Tartlets,keep,
tmdb-52803-beef-wellington,Beef Wellington,keep,
tmdb-53289-chorba-hamra-bel-frik-algerian-lamb-tomato-and-freekeh-soup,"Chorba Hamra bel Frik (Algerian Lamb, Tomato, and Freekeh Soup)",keep,
tmdb-52952-beef-lo-mein,Beef Lo Mein,keep,
tmdb-53113-sukuma-wiki,Sukuma Wiki,keep,
tmdb-53014-pizza-express-margherita,Pizza Express Margherita,keep,
tmdb-52772-teriyaki-chicken-casserole,Teriyaki Chicken Casserole,keep,
tmdb-52899-dundee-cake,Dundee cake,keep,
tmdb-52977-corba,Corba,keep,
tmdb-53125-karbonader-lean-beef-patties-with-caramelized-onions,Karbonader (Lean Beef Patties) with Caramelized Onions,keep,
tmdb-53376-sweet-and-sour-chicken,Sweet and Sour Chicken,keep,
tmdb-52908-ratatouille,Ratatouille,keep,
tmdb-52833-salted-caramel-cheescake,Salted Caramel Cheescake,keep,
tmdb-53185-chorizo-tomato-salad,Chorizo & tomato salad,keep,
tmdb-52787-hot-chocolate-fudge,Hot Chocolate Fudge,keep,
tmdb-53016-chick-fil-a-sandwich,Chick-Fil-A Sandwich,keep,
tmdb-53093-syrian-spaghetti,Syrian Spaghetti,keep,
tmdb-53374-sichuan-eggplant,Sichuan Eggplant,fix,no cooking verbs in instructions
tmdb-53231-vietnamese-lamb-shanks-with-sweet-potatoes,Vietnamese lamb shanks with sweet potatoes,keep,
tmdb-53369-silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,keep,
tmdb-53184-spanish-rice-prawn-one-pot,Spanish rice & prawn one-pot,keep,
tmdb-53349-jamaican-pepper-shrimp,Jamaican Pepper Shrimp,keep,
tmdb-53036-boxty-breakfast,Boxty Breakfast,keep,
tmdb-53338-date-squares,Date squares,keep,
tmdb-52863-vegetarian-casserole,Vegetarian Casserole,keep,
tmdb-52973-leblebi-soup,Leblebi Soup,keep,
tmdb-53079-fish-soup-ukha,Fish Soup (Ukha),keep,
tmdb-53157-chorizo-soft-boiled-egg-salad,Chorizo & soft-boiled egg salad,keep,
tmdb-52968-mbuzi-choma-roasted-goat,Mbuzi Choma (Roasted Goat),keep,
tmdb-53226-shawarma-bread,Shawarma bread,keep,
tmdb-52810-osso-buco-alla-milanese,Osso Buco alla Milanese,keep,
