id,title,verdict,reason
hf-1390097-rum-and-coconut-cr-me-br-l-e,Rum And Coconut Crème Brûlée,fix,no image
hf-548076-saucy-franks,Saucy Franks,fix,no image
hf-945327-buttermilk-oatmeal-waffles,Buttermilk Oatmeal Waffles,fix,no image
hf-1506166-chocolate-chip-marshmallow-cookies,Chocolate Chip Marshmallow Cookies,fix,no image
hf-35880-pizza-joes,Pizza Joes,fix,no image
hf-1079516-swiss-chard-and-tomato-frittata,Swiss Chard And Tomato Frittata,fix,no image
hf-198420-fat-bread,Fat Bread,fix,no image
hf-332206-white-chili,White Chili,fix,no image
hf-351145-chinese-hash,Chinese Hash,fix,no image
hf-686281-bob-s-chocolate-cookies,Bob'S Chocolate Cookies,fix,no image
hf-779221-fannie-may-fudge,Fannie May Fudge,fix,no image
hf-428183-chocolate-boiled-cookies,Chocolate (Boiled) Cookies,fix,no image
hf-56613-swedish-apple-cake,Swedish Apple Cake,fix,no image
hf-1109527-kraft-shake-bake,Kraft Shake & Bake,fix,no image
hf-811043-thanksgiving-pumpkin-crunch,Thanksgiving Pumpkin Crunch,fix,no image
hf-255691-basic-meat-loaf,Basic Meat Loaf,fix,no image
hf-386889-peanut-butter-cookie-kisses,Peanut Butter Cookie Kisses,fix,no image
hf-103097-plum-quick-bread,Plum Quick Bread,fix,no image
hf-413301-ohio-grange-cookbook-chili,Ohio Grange Cookbook Chili,fix,no image
hf-1868937-bourbon-marinade-all-purpose-recipe,Bourbon Marinade (All Purpose) Recipe,fix,no image
hf-1510938-gluten-free-buttermilk-biscuits,Gluten-Free Buttermilk Biscuits,fix,no image
hf-62650-fudge-oatmeal-cookies,Fudge Oatmeal Cookies,fix,no image
hf-740944-all-bran-muffins,All-Bran Muffins,fix,no image
hf-458346-giant-snickerdoodles,Giant Snickerdoodles,fix,no image
hf-205777-aunt-nedia-s-carrot-cake,Aunt Nedia'S Carrot Cake,fix,no image
hf-125303-art-s-potato-saladserves-16,Art'S Potato Saladserves 16,fix,no image
hf-1531340-ginger-pennies,Ginger Pennies,fix,no image
hf-450183-lemon-tea-cakes,Lemon Tea Cakes,fix,no image
hf-1610195-simple-pasta-sauce,Simple Pasta Sauce,fix,no image
hf-1546554-awesome-chocoloate-chip-cookies,Awesome Chocoloate Chip Cookies,fix,no image
hf-1008789-harvest-pumpkin-squash-soup,Harvest Pumpkin & Squash Soup,fix,no image
hf-914793-rosemary-garlic-flatbread,Rosemary Garlic Flatbread,fix,no image
hf-641541-chris-cake,Chris' Cake,fix,no image
hf-942066-brown-sugar-chocolate-crackle-cookies,Brown Sugar Chocolate Crackle Cookies,fix,no image
hf-1111220-avocado-and-vegetable-soup,Avocado And Vegetable Soup,fix,no image
hf-102831-macaroni-beef,Macaroni Beef,fix,no image
hf-664512-coconut-bars,Coconut Bars,fix,no image
hf-1529833-perfectly-chewy-chocolate-chip-cookies,Perfectly Chewy Chocolate Chip Cookies,fix,no image
hf-1177282-texas-sized-lemon-muffins,Texas Sized Lemon Muffins,fix,no image
hf-942053-las-vegas-galbi-korean-style-beef-ribs,Las Vegas Galbi (Korean-Style Beef Ribs),fix,no image
hf-165093-world-s-best-chocolate-cake,World'S Best Chocolate Cake,fix,no image
hf-110125-apple-orchard-cake,Apple Orchard Cake,fix,no image
hf-1080403-vegan-chocolate-chip-cookies,Vegan Chocolate Chip Cookies,fix,no image
hf-285444-ghirardelli-brownies,Ghirardelli Brownies,fix,no image
hf-1079577-argentinian-alfajores,Argentinian Alfajores,fix,no image
hf-126614-impossible-lasagne-pie-microwave,Impossible Lasagne Pie(Microwave),fix,no image
hf-247520-sausage-casserole-serves-6,Sausage Casserole(Serves 6),fix,no image
hf-1210743-pineapple-sweet-potato-muffins-louisiana,Pineapple Sweet Potato Muffins (Louisiana),fix,no image
hf-81875-pork-chops-and-sour-cream,Pork Chops And Sour Cream,fix,no image
hf-1044674-granny-s-crumb-coffeecake,Granny'S Crumb Coffeecake,fix,no image
hf-1041482-healthy-salad,Healthy Salad,fix,no image
hf-1095329-world-s-best-snickerdoodles,World'S Best Snickerdoodles,fix,no image
hf-1630446-aunt-myrna-s-oatmeal-chocolate-chip-cookies,Aunt Myrna's Oatmeal Chocolate Chip Cookies,delete,"fraction collapsed into quantity prefix (e.g. ""34 cups"")"
hf-1317911-vegan-gingersnaps,Vegan Gingersnaps,fix,no image
hf-1248150-italian-pasta-and-bean-soup,Italian Pasta And Bean Soup,fix,no image
hf-137511-potato-casserole-1,Potato Casserole 1,fix,no image
hf-356277-microwave-spanish-rice,Microwave Spanish Rice,fix,no image
hf-283550-one-pan-meal,One Pan Meal,fix,no image
hf-112910-seafood-and-wild-rice-casserole,Seafood And Wild Rice Casserole,fix,no image
hf-1687265-bean-muffins,Bean Muffins,fix,no image
hf-1070828-beef-stuffed-acorn-squash,Beef Stuffed Acorn Squash,fix,no image
hf-601961-spicy-coffee-bars,Spicy Coffee Bars,fix,no image
hf-359105-ga-s-pasta-and-beans,Ga'S Pasta And Beans,fix,no image
hf-240685-skillet-hamburger-upside-down-pie,Skillet Hamburger Upside-Down Pie,fix,no image
hf-715828-ron-s-favorite-oatmeal-pie,Ron'S Favorite Oatmeal Pie,fix,no image
hf-1199273-basic-whole-wheat-muffins,Basic Whole Wheat Muffins,fix,no image
hf-2079554-microwave-speedy-spuds-recipe,Microwave Speedy Spuds Recipe,fix,no image
hf-658697-meaty-ziti,Meaty Ziti,fix,no image
hf-340932-curry-chicken,Curry Chicken,fix,no image
hf-271347-old-fashion-chicken-salad,Old Fashion Chicken Salad,fix,no image
hf-1024307-blue-cheese-meatballs,Blue Cheese Meatballs,fix,no image
hf-688723-wild-rice-oven-pilaf,Wild Rice Oven Pilaf,fix,no image
hf-197503-chicken-broccoli-casserole,Chicken Broccoli Casserole,fix,no image
hf-21472-turkey-lasagna,Turkey Lasagna,fix,no image
hf-1850628-mexican-quiche-without-crust-recipe,Mexican Quiche Without Crust Recipe,fix,no image
hf-2025086-party-cheese-ball,Party Cheese Ball,fix,no image
hf-80184-rice-pudding,Rice Pudding,fix,no image
hf-2118087-my-grandmas-chili,My Grandmas Chili,fix,no image
hf-1480592-pear-topped-caramel-cheesecake,Pear-Topped Caramel Cheesecake,fix,no image
hf-532859-duckie-s-raw-apple-cake,Duckie'S Raw Apple Cake,fix,no image
hf-1064091-oat-blueberry-scones,Oat Blueberry Scones,fix,no image
hf-99148-peanut-butter-richies,Peanut Butter Richies,fix,no image
hf-1216198-korean-bean-paste-soup-chigae,Korean Bean Paste Soup (Chigae),fix,no image
hf-1322232-sugar-spice-pecans,Sugar & Spice Pecans,fix,no image
hf-275978-zucchini-squash-casserole,Zucchini Squash Casserole,fix,no image
hf-749023-roxie-s-honey-bun-cake,Roxie'S Honey Bun Cake,fix,no image
hf-41734-old-fashioned-chicken-pot-pie,Old Fashioned Chicken Pot Pie,fix,no image
hf-1868729-molasses-cookies-amish,Molasses Cookies Amish,fix,no image
hf-160529-grandma-elizabeth-s-date-nut-bread,Grandma Elizabeth'S Date Nut Bread,fix,no image
hf-1460034-crinkle-top-chocolate-cookies,Crinkle-Top Chocolate Cookies,fix,no image
hf-1723403-peanut-butter-and-chocolate-chip-bars,Peanut Butter and Chocolate Chip Bars,delete,"fraction collapsed into quantity prefix (e.g. ""34 cups"")"
hf-929694-nana-bebe-s-chestnut-stuffing,Nana Bebe'S Chestnut Stuffing,fix,no image
hf-914043-super-grilled-salmon,Super Grilled Salmon,fix,no image
hf-1080666-shortcut-coffee-cake,Shortcut Coffee Cake,fix,no image
hf-1328865-chinese-lemon-chicken,Chinese Lemon Chicken,fix,no image
hf-1567551-double-berry-chocolate-granola-bars,Double Berry Chocolate Granola Bars,fix,no image
hf-61380-nutmeg-log-cookies,Nutmeg Log Cookies,fix,no image
hf-551329-corn-cheese-pudding,Corn-Cheese Pudding,fix,no image
hf-86044-kugel-noodle-pudding,Kugel-Noodle Pudding,fix,no image
hf-1435129-fig-date-swirls,Fig-Date Swirls,fix,no image
hf-1759581-shrimp-with-spicy-black-bean-spread,Shrimp with Spicy Black Bean Spread,delete,1 ingredient quantity looks like a dropped unicode fraction
hf-671120-brownies-in-a-jar,Brownies In A Jar,fix,no image
hf-699540-good-old-banana-bars,Good Old Banana Bars,fix,no image
hf-2030906-orange-roasted-turkey-breast,Orange Roasted Turkey Breast,fix,no image
hf-2067448-hot-dog-veggie-pasta-bake,Hot Dog & Veggie Pasta Bake,fix,no image
hf-1437521-fudgy-chocolate-peppermint-cookies,Fudgy Chocolate-Peppermint Cookies,fix,no image
hf-65313-broccoli-cheese-soup,Broccoli Cheese Soup,fix,no image
hf-961374-vegan-chocolate-chip-banana-bread,Vegan Chocolate Chip Banana Bread,fix,no image
hf-439461-spicy-meatballs,Spicy Meatballs,fix,no image
hf-1346049-salted-egg-yolk-ice-cream,Salted Egg Yolk Ice Cream,fix,no image
hf-1707932-monastery-pumpkin-bread,Monastery Pumpkin Bread,delete,"fraction collapsed into quantity prefix (e.g. ""34 cups"")"
hf-286885-aunt-eva-mae-s-blondies,Aunt Eva Mae'S Blondies,fix,no image
hf-1970309-chocolate-banana-cake-eggless,Chocolate Banana Cake Eggless,fix,no image
hf-71576-el-rancho-casserole,El Rancho Casserole,fix,no image
hf-196158-wacky-no-egg-chocolate-cake,Wacky No Egg Chocolate Cake,fix,no image
hf-632438-cheezy-broccoli-casserole-serves-4-to-6,Cheezy Broccoli Casserole(Serves 4 To 6),fix,no image
hf-258311-oven-swiss-steak,Oven Swiss Steak,fix,no image
hf-1136855-maple-walnut-cupcakes,Maple-Walnut Cupcakes,fix,no image
hf-1247294-almond-apple-pie,Almond Apple Pie,fix,no image
hf-1657227-quick-fix-ground-chicken-burrito-skillet,Quick-Fix Ground Chicken Burrito Skillet,fix,no image
hf-950033-apple-crisp-cups,Apple Crisp Cups,fix,no image
hf-1526876-blueberry-cornbread,Blueberry Cornbread,fix,no image
hf-1282423-glazed-pineapple-cookies,Glazed Pineapple Cookies,fix,no image
hf-938474-chocolate-chip-date-nut-cake,Chocolate Chip Date Nut Cake,fix,no image
hf-34883-old-fashioned-apple-cake,Old Fashioned Apple Cake,fix,no image
hf-804600-blueberry-gingerbread,Blueberry Gingerbread,fix,no image
hf-839688-sweet-chocolate-cake,Sweet Chocolate Cake,fix,no image
hf-254207-beef-tamales,Beef Tamales,fix,no image
hf-1858346-spicy-peach-pork-chops,Spicy Peach Pork Chops,delete,4 ingredient quantity looks like a dropped unicode fraction
hf-1538864-baked-goats-cheese-salad,Baked Goats Cheese Salad,fix,no image
hf-6278-vivian-s-cornbread-with-pepper,Vivian'S Cornbread With Pepper,fix,no image
hf-1527392-apple-walnut-skillet-cake,Apple Walnut Skillet Cake,fix,no image
hf-139477-apple-cobbler-cake,Apple Cobbler Cake,fix,no image
hf-226244-chicken-artichoke-cheese-spread,Chicken-Artichoke-Cheese Spread,fix,no image
hf-1403589-pea-prosciutto-mac-and-cheese,Pea-Prosciutto Mac And Cheese,fix,no image
hf-21444-fish-baked-in-herbs,Fish Baked In Herbs,fix,no image
hf-878774-spicy-zucchini-bran-muffins,Spicy Zucchini Bran Muffins,fix,no image
hf-284686-poor-man-s-cake-no-eggs,Poor Man'S Cake(No Eggs),fix,no image
hf-30831-ginger-bread-boys-and-girls,Ginger Bread Boys And Girls,fix,no image
hf-504317-coconut-pie,Coconut Pie,fix,no image
hf-105075-wheaties-cookies,Wheaties Cookies,fix,no image
hf-1144139-cherry-stuffed-grilled-chicken,Cherry-Stuffed Grilled Chicken,fix,no image
hf-1364748-chocolate-sprinkle-cookies,Chocolate Sprinkle Cookies,fix,no image
hf-275790-mystery-pudding,Mystery Pudding,fix,no image
hf-293136-smoky-bacon-burgers,Smoky Bacon Burgers,fix,no image
hf-1193024-orange-teriyaki-chicken,Orange Teriyaki Chicken,fix,no image
hf-482065-nuts-and-bolts,Nuts And Bolts,fix,no image
hf-1726797-chicken-stock,Chicken Stock,fix,no image
hf-1038180-chocolate-cobbler,Chocolate Cobbler,fix,no image
hf-1922052-casserole-italiano,Casserole Italiano,delete,"fraction collapsed into quantity prefix (e.g. ""34 cups"")"
hf-1838963-guadalatuckey-beans,Guadalatuckey Beans,delete,2 ingredient quantity looks like a dropped unicode fraction
hf-88797-marshy-muffins,Marshy Muffins,fix,no image
hf-717407-chocolate-cake-with-coffee,Chocolate Cake With Coffee,fix,no image
hf-1474772-crowd-pleasing-rice-bake,Crowd-Pleasing Rice Bake,fix,no image
hf-992727-healthy-alphabet-soup,Healthy Alphabet Soup,fix,no image
hf-934848-keto-hamburger-buns,Keto Hamburger Buns,fix,no image
hf-261672-sweet-and-sour-red-cabbage,Sweet And Sour Red Cabbage,fix,no image
hf-107384-quick-chocolate-chip-cookies,Quick Chocolate Chip Cookies,fix,no image
hf-33216-wheat-germ-cookies-sugarless,Wheat Germ Cookies(Sugarless),fix,no image
hf-248307-frozen-strawberry-dessert,Frozen Strawberry Dessert,fix,no image
hf-1741696-dutch-spice-cookies,Dutch Spice Cookies,fix,no image
hf-96857-chicken-and-biscuit-casserole,Chicken And Biscuit Casserole,fix,no image
hf-746166-karen-s-broccoli-casserole,Karen'S Broccoli Casserole,fix,no image
hf-1455551-mexican-chocolate-sugar-crisps,Mexican Chocolate Sugar Crisps,fix,no image
hf-78337-sooner-cornbread-salad,Sooner Cornbread Salad,fix,no image
hf-459290-macaroni-salmon-squares,Macaroni Salmon Squares,fix,no image
hf-699333-raisin-spice-cake,Raisin Spice Cake,fix,no image
