id,title,verdict,reason,has_photo,step_count,ingredient_count,suspect_ingredient_names
tmdb-53078-beetroot-soup-borscht,Beetroot Soup (Borscht),KEEP,ok,1,4,7,
tmdb-53079-fish-soup-ukha,Fish Soup (Ukha),KEEP,ok,1,4,9,
tmdb-53080-blini-pancakes,Blini Pancakes,KEEP,ok,1,11,7,
tmdb-53081-potato-salad-olivier-salad,Potato Salad (Olivier Salad),KEEP,ok,1,9,10,
tmdb-53082-strawberries-romanoff,Strawberries Romanoff,KEEP,ok,1,4,5,
tmdb-53083-lamb-pilaf-plov,Lamb Pilaf (Plov),KEEP,ok,1,5,11,
tmdb-53086-migas,Migas,KEEP,ok,1,4,4,
tmdb-53089-syrian-bread,Syrian Bread,KEEP,ok,1,4,6,
tmdb-53091-falafel-pita-sandwich-with-tahini-sauce,Falafel Pita Sandwich with Tahini Sauce,KEEP,ok,1,4,13,
tmdb-53092-fasoliyyeh-bi-z-zayt-syrian-green-beans-with-olive-oil,Fasoliyyeh Bi Z-Zayt (Syrian Green Beans with Olive Oil),KEEP,ok,1,2,5,
tmdb-53093-syrian-spaghetti,Syrian Spaghetti,KEEP,ok,1,3,7,
tmdb-53094-baba-ghanoush,Baba Ghanoush,KEEP,ok,1,5,10,
tmdb-53095-syrian-rice-with-meat,Syrian Rice with Meat,KEEP,ok,1,4,10,
tmdb-53096-corned-beef-hash,Corned Beef Hash,KEEP,ok,1,6,7,
tmdb-53097-yorkshire-puddings,Yorkshire Puddings,KEEP,ok,1,7,4,
tmdb-53098-cumberland-pie,Cumberland Pie,KEEP,ok,1,5,15,
tmdb-53099-aussie-burgers,Aussie Burgers,KEEP,ok,1,4,5,
tmdb-53100-blueberry-lemon-friands,Blueberry & lemon friands,KEEP,ok,1,5,7,
tmdb-53101-chocolate-coconut-squares,Chocolate Coconut Squares,KEEP,ok,1,4,11,
tmdb-53102-squid-chickpea-chorizo-salad,"Squid, chickpea & chorizo salad",KEEP,ok,1,2,9,
tmdb-53103-barramundi-with-moroccan-spices,Barramundi with Moroccan spices,KEEP,ok,1,3,9,
tmdb-53104-lamingtons,Lamingtons,KEEP,ok,1,6,14,
tmdb-53105-spiced-smoky-barbecued-chicken,Spiced smoky barbecued chicken,KEEP,ok,1,2,11,
tmdb-53106-warm-roast-asparagus-salad,Warm roast asparagus salad,KEEP,ok,1,3,10,
tmdb-53107-avocado-dip-with-new-potatoes,Avocado dip with new potatoes,KEEP,ok,1,3,9,
tmdb-53108-quick-salt-pepper-squid,Quick salt & pepper squid,KEEP,ok,1,3,6,
tmdb-53109-mini-chilli-beef-pies,Mini chilli beef pies,KEEP,ok,1,3,13,
tmdb-53110-sticky-chicken,Sticky Chicken,KEEP,ok,1,2,6,
tmdb-53111-anzac-biscuits,Anzac biscuits,KEEP,ok,1,3,7,
tmdb-53112-kenyan-beef-curry,Kenyan Beef Curry,FIX,title-mentions-beef-not-in-ingredients,1,8,14,
tmdb-53113-sukuma-wiki,Sukuma Wiki,KEEP,ok,1,4,5,
tmdb-53114-ugali-kenyan-cornmeal,Ugali – Kenyan cornmeal,KEEP,ok,1,4,2,
tmdb-53115-red-onion-pickle,Red onion pickle,KEEP,ok,1,3,6,
tmdb-53116-cinnamon-buns,Cinnamon buns,KEEP,ok,1,13,14,
tmdb-53117-nordic-sm-rrebr-d-with-asparagus-and-horseradish-cream,Nordic smørrebrød with asparagus and horseradish cream,KEEP,ok,1,7,16,
tmdb-53118-r-mmegr-t-norwegian-sour-cream-porridge,Rømmegrøt – Norwegian Sour Cream Porridge,KEEP,ok,1,4,7,
tmdb-53119-tall-skoleboller,Tall Skoleboller,KEEP,ok,1,4,15,
tmdb-53121-norwegian-potato-lefse,Norwegian Potato Lefse,KEEP,ok,1,9,10,
tmdb-53122-fiskesuppe-creamy-norwegian-fish-soup,Fiskesuppe (Creamy Norwegian Fish Soup),KEEP,ok,1,6,12,
tmdb-53123-f-rik-l-norwegian-national-dish,Fårikål (Norwegian National Dish),KEEP,ok,1,6,6,
tmdb-53124-raspeballer-norwegian-potato-dumplings,Raspeballer (Norwegian Potato Dumplings),KEEP,ok,1,2,14,
tmdb-53125-karbonader-lean-beef-patties-with-caramelized-onions,Karbonader (Lean Beef Patties) with Caramelized Onions,KEEP,ok,1,5,9,
tmdb-53126-brun-lapskaus-norwegian-beef-vegetable-stew,Brun Lapskaus (Norwegian Beef Vegetable Stew),KEEP,ok,1,5,11,
tmdb-53127-authentic-norwegian-kransekake,Authentic Norwegian Kransekake,KEEP,ok,1,6,6,
tmdb-53128-kv-fjord-cake-verdens-beste-world-s-best-cake,Kvæfjord Cake “Verdens Beste” (World’s Best Cake),KEEP,ok,1,16,16,
tmdb-53129-norwegian-krumkake,Norwegian Krumkake,KEEP,ok,1,7,8,
tmdb-53130-suksessterte-norwegian-almond-success-cake,Suksessterte (Norwegian almond “success cake”),KEEP,ok,1,9,10,
tmdb-53131-fyrstekake-norwegian-prince-cake,Fyrstekake – Norwegian Prince Cake,KEEP,ok,1,2,13,
tmdb-53132-mazariner-scandinavian-almond-tartlets,Mazariner – Scandinavian Almond Tartlets,KEEP,ok,1,8,14,
tmdb-53133-asado,Asado,KEEP,ok,1,3,4,
tmdb-53134-empanadas,Empanadas,KEEP,ok,1,2,12,
tmdb-53135-milanesa,Milanesa,KEEP,ok,1,2,7,
tmdb-53136-chorip-n,Choripán,KEEP,ok,1,2,3,
tmdb-53137-dulce-de-leche,Dulce de Leche,KEEP,ok,1,2,4,
tmdb-53138-alfajores,Alfajores,KEEP,ok,1,2,8,
tmdb-53139-fain,Fainá,KEEP,ok,1,2,5,
tmdb-53140-matambre-a-la-pizza,Matambre a la Pizza,KEEP,ok,1,2,7,
tmdb-53141-carbonada-criolla,Carbonada Criolla,KEEP,ok,1,2,9,
tmdb-53142-spiced-tortilla,Spiced tortilla,KEEP,ok,1,2,8,
tmdb-53143-easy-spanish-chicken,Easy Spanish chicken,KEEP,ok,1,3,12,
tmdb-53144-gambas-al-ajillo,Gambas al ajillo,KEEP,ok,1,2,5,
tmdb-53145-jamon-wild-garlic-croquetas,Jamon & wild garlic croquetas,KEEP,ok,1,5,9,
tmdb-53146-locro,Locro,KEEP,ok,1,2,11,
tmdb-53147-arroz-con-gambas-y-calamar,Arroz con gambas y calamar,KEEP,ok,1,3,10,
tmdb-53148-crema-catalana,Crema Catalana,KEEP,ok,1,5,9,
tmdb-53149-ensaimada,Ensaimada,KEEP,ok,1,5,6,
tmdb-53150-padron-peppers,Padron peppers,KEEP,ok,1,2,2,
tmdb-53151-paella,Paella,KEEP,ok,1,5,14,
tmdb-53152-pan-fried-hake-white-bean-chorizo-broth,"Pan-fried hake, white bean & chorizo broth",KEEP,ok,1,4,12,
tmdb-53153-churros,Churros,KEEP,ok,1,5,13,
tmdb-53154-clam-chorizo-white-bean-stew,"Clam, chorizo & white bean stew",KEEP,ok,1,3,10,
tmdb-53155-spanish-chicken-pie,Spanish chicken pie,KEEP,ok,1,3,9,
tmdb-53156-arroz-al-horno-baked-rice,Arroz al horno (baked rice),KEEP,ok,1,3,15,
tmdb-53157-chorizo-soft-boiled-egg-salad,Chorizo & soft-boiled egg salad,KEEP,ok,1,3,7,
tmdb-53158-air-fryer-patatas-bravas,Air fryer patatas bravas,KEEP,ok,1,3,8,
tmdb-53159-chorizo-potato-cheese-omelette,"Chorizo, potato & cheese omelette",KEEP,ok,1,7,6,
tmdb-53160-pisto-con-huevos,Pisto con huevos,KEEP,ok,1,4,12,
tmdb-53161-chicken-chorizo-rice-pot,Chicken & chorizo rice pot,KEEP,ok,1,4,12,
tmdb-53162-pollo-en-pepitoria,Pollo en pepitoria,KEEP,ok,1,5,17,
tmdb-53163-spanish-fig-almond-balls,Spanish fig & almond balls,KEEP,ok,1,2,8,
tmdb-53164-spanish-chicken,Spanish Chicken,KEEP,ok,1,2,7,
tmdb-53165-torrijas-with-sherry,Torrijas with sherry,KEEP,ok,1,3,9,
tmdb-53166-chickpea-chorizo-spinach-stew,"Chickpea, chorizo & spinach stew",KEEP,ok,1,2,13,
tmdb-53167-seafood-rice,Seafood rice,KEEP,ok,1,2,8,
tmdb-53168-chorizo-chickpea-soup,Chorizo & chickpea soup,KEEP,ok,1,2,7,
tmdb-53169-ajo-blanco,Ajo blanco,KEEP,ok,1,3,5,
tmdb-53170-chocolate-churros-with-chocolate-salted-caramel-sauce,Chocolate churros with chocolate & salted caramel sauce,KEEP,ok,1,3,13,
tmdb-53171-salt-cod-tortilla,Salt cod tortilla,KEEP,ok,1,3,7,
tmdb-53172-patatas-bravas,Patatas bravas,KEEP,ok,1,2,11,
tmdb-53173-quick-gazpacho,Quick gazpacho,KEEP,ok,1,2,6,
tmdb-53174-prawns-with-romesco-sauce,Prawns with Romesco sauce,KEEP,ok,1,5,11,
tmdb-53175-spanish-style-slow-cooked-lamb-shoulder-beans,Spanish-style slow-cooked lamb shoulder & beans,KEEP,ok,1,3,14,
tmdb-53176-spanish-tomato-bread-with-jam-n-serrano,Spanish tomato bread with jamón Serrano,KEEP,ok,1,2,7,
tmdb-53177-spaghetti-with-spanish-flavours,Spaghetti with Spanish flavours,KEEP,ok,1,4,6,
tmdb-53178-fried-calamari,Fried calamari,KEEP,ok,1,3,7,
tmdb-53179-ham-croquetas,Ham croquetas,FIX,title-mentions-ham-not-in-ingredients,1,9,11,
tmdb-53180-garlicky-prawns-with-sherry,Garlicky prawns with sherry,KEEP,ok,1,2,5,
tmdb-53181-spanish-beans-with-chicken-chorizo,Spanish beans with chicken & chorizo,KEEP,ok,1,3,10,
tmdb-53182-spanish-seafood-rice,Spanish seafood rice,KEEP,ok,1,3,11,
tmdb-53183-spanish-meatballs-with-clams-chorizo-squid,"Spanish meatballs with clams, chorizo & squid",KEEP,ok,1,2,17,
tmdb-53184-spanish-rice-prawn-one-pot,Spanish rice & prawn one-pot,KEEP,ok,1,2,9,
tmdb-53185-chorizo-tomato-salad,Chorizo & tomato salad,KEEP,ok,1,2,6,
tmdb-53186-chicken-with-saffron-raisins-pine-nuts,"Chicken with saffron, raisins & pine nuts",KEEP,ok,1,4,10,
tmdb-53187-lance-s-makom,Šúĺlance s Makom,KEEP,ok,1,14,7,
tmdb-53188-fa-rky,Fašírky,KEEP,ok,1,6,15,
