id,title,verdict,reason
myplate-quick-and-easy-bean-dip,Quick and Easy Bean Dip,keep,
myplate-greek-pork-chops,Greek Pork Chops,keep,
myplate-pear-rabbit,Pear Rabbit,keep,
myplate-fiesta-stuffed-avocado,Fiesta Stuffed Avocado,keep,
myplate-sarah-s-green-bean-casserole,Sarah’s Green Bean Casserole,keep,
myplate-fruit-cole-slaw,Fruit Cole Slaw,fix,no image
myplate-migas-crumbs,"Migas ""Crumbs""",keep,
myplate-lentil-spaghetti-sauce,Lentil Spaghetti Sauce,keep,
myplate-spicy-chicken-and-potato-soup,Spicy Chicken and Potato Soup,fix,no image
myplate-carrot-cookies,Carrot Cookies,keep,
myplate-corn-bread,Corn Bread,keep,
myplate-curried-squash-stew,Curried Squash Stew,keep,
myplate-green-onion-omelet,Green Onion Omelet,keep,
myplate-barley-jambalaya,Barley Jambalaya,keep,
myplate-corn-soup,Corn Soup,keep,
myplate-spicy-fruit-cup,Spicy Fruit Cup,keep,
myplate-chicken-vegetable-soup-with-kale,Chicken Vegetable Soup with Kale,fix,no image
myplate-southwestern-pepper-cups,Southwestern Pepper Cups,keep,
myplate-refried-beans,Refried Beans,keep,
myplate-pea-guacamole,Pea Guacamole,keep,
myplate-spinach-stuffed-potatoes,Spinach Stuffed Potatoes,keep,
myplate-simple-green-smoothie,Simple Green Smoothie,keep,
myplate-potato-spinach-lasagna,Potato Spinach Lasagna,keep,
myplate-macaroni-chick-pea-soup,Macaroni Chick-Pea Soup,keep,
myplate-grandma-s-stuffing,Grandma's Stuffing,keep,
myplate-curry-vegetable-dip,Curry Vegetable Dip,fix,no image
myplate-pasta-primavera,Pasta Primavera,keep,
myplate-french-salad-dressing,French Salad Dressing,keep,
myplate-pumpkin-ricotta-stuffed-shells,Pumpkin Ricotta Stuffed Shells,keep,
myplate-simple-stuffed-peppers,Simple Stuffed Peppers,keep,
myplate-better-baking-mix,Better Baking Mix,keep,
myplate-berry-good-dessert,Berry Good Dessert,fix,no image
myplate-couscous-with-peas-and-onions,Couscous with Peas and Onions,keep,
myplate-citrus-salmon-fillets,Citrus Salmon Fillets,keep,
myplate-rice-bowl-breakfast-with-fruit-and-nuts,Rice Bowl Breakfast with Fruit and Nuts,keep,
myplate-roast-turkey-breast-with-rosemary-sage-and-thyme,"Roast Turkey Breast with Rosemary, Sage, and Thyme",keep,
myplate-skillet-noodles-and-beef,Skillet Noodles and Beef,keep,
myplate-grapefruit-spinach-salad,Grapefruit Spinach Salad,fix,no image
myplate-chili-tomato-macaroni,Chili Tomato Macaroni,keep,
myplate-fresh-tomato-sauce,Fresh Tomato Sauce,keep,
myplate-pineapple-zucchini-cake,Pineapple Zucchini Cake,keep,
myplate-louisiana-green-beans,Louisiana Green Beans,keep,
myplate-colorful-quesadillas,Colorful Quesadillas,keep,
myplate-sensational-six-layer-dinner,Sensational Six-Layer Dinner,fix,no image
myplate-lime-marinated-flank-steak-with-stuffed-poblano-peppers,Lime-Marinated Flank Steak with Stuffed Poblano Peppers,keep,
myplate-granola-with-oatmeal-coconut-and-pecans,"Granola with Oatmeal, Coconut, and Pecans",keep,
myplate-chicken-rice-soup,Chicken & Rice Soup,keep,
myplate-spinach-salad-with-apples-and-raisins,Spinach Salad with Apples and Raisins,keep,
myplate-slow-cooker-cheesy-swiss-steak,Slow Cooker Cheesy Swiss Steak,fix,no image
myplate-spanish-rice,Spanish Rice,keep,
myplate-south-of-the-border-salad,South of the Border Salad,keep,
myplate-summer-squash-italian-style,"Summer Squash, Italian Style",keep,
myplate-pico-de-gallo,Pico de Gallo,keep,
myplate-summer-squash-medley,Summer Squash Medley,keep,
myplate-feather-rolls,Feather Rolls,keep,
myplate-sweet-acorn-squash,Sweet Acorn Squash,keep,
myplate-cheese-a-roni-bake,Cheese-A-Roni Bake,fix,no image
myplate-quick-and-healthy-black-eyed-peas,Quick and Healthy Black-Eyed Peas,keep,
myplate-cowboy-caviar-bean-salsa,Cowboy Caviar (Bean Salsa),fix,no image
myplate-deviled-eggs,Deviled Eggs,keep,
myplate-honey-of-a-pumpkin-bar,Honey of a Pumpkin Bar,keep,
myplate-potato-salad,Potato Salad,keep,
myplate-stove-top-casserole,Stove Top Casserole,fix,no image
myplate-swiss-chard-and-cranberries,Swiss Chard and Cranberries,keep,
myplate-pineapple-rice-bake,Pineapple Rice Bake,fix,no image
myplate-farmers-market-gazpacho,Farmers Market Gazpacho,keep,
myplate-lemon-pepper-salmon-patties,Lemon Pepper Salmon Patties,keep,
myplate-meaty-stuffed-potatoes,Meaty Stuffed Potatoes,fix,no image
myplate-chocolate-chip-yogurt-cookies,Chocolate Chip Yogurt Cookies,keep,
myplate-bean-and-vegetable-salad,Bean and Vegetable Salad,keep,
myplate-frozen-banana-pops,Frozen Banana Pops,keep,
myplate-beet-white-bean-salad,Beet & White Bean Salad,keep,
myplate-caramel-sauce,Caramel Sauce,keep,
myplate-potato-soup,Potato Soup,keep,
myplate-pasta-primavera-ii,Pasta Primavera II,keep,
myplate-bell-pepper-and-potato-salad,Bell Pepper and Potato Salad,keep,
myplate-basic-custard,Basic Custard,keep,
myplate-springtime-cereal,Springtime Cereal,keep,
myplate-tastee-burgers,Tastee Burgers,keep,
myplate-lite-italian-dressing,Lite Italian Dressing,keep,
myplate-microwave-baked-apple,Microwave Baked Apple,keep,
myplate-green-bean-and-rice-casserole,Green Bean and Rice Casserole,keep,
myplate-south-of-the-border-dip,South of the Border Dip,keep,
myplate-avocado-melon-breakfast-smoothie,Avocado Melon Breakfast Smoothie,keep,
myplate-ginger-bread-mix,Ginger Bread Mix,keep,
myplate-fall-veggie-casserole,Fall Veggie Casserole,keep,
myplate-beef-stroganoff,Beef Stroganoff,fix,no image
myplate-banana-waldorf,Banana Waldorf,keep,
myplate-homemade-mashed-potatoes,Homemade Mashed Potatoes,keep,
myplate-lemonade,Lemonade,keep,
myplate-pot-roasted-beef,Pot Roasted Beef,keep,
myplate-simply-satisfying-kale-and-tuna-salad,Simply Satisfying Kale and Tuna Salad,keep,
myplate-sweet-potato-custard,Sweet Potato Custard,keep,
myplate-dried-bananas,Dried Bananas,keep,
myplate-dave-s-herb-stuffed-mushrooms,Dave’s Herb-Stuffed Mushrooms,keep,
myplate-hooked-on-salmon-sticks,Hooked on Salmon Sticks,fix,no image
myplate-quick-and-easy-potato-casserole,Quick and Easy Potato Casserole,keep,
myplate-herbed-vegetables,Herbed Vegetables,keep,
myplate-spaghetti-squash-with-tomatoes-basil-and-parmesan,"Spaghetti Squash with Tomatoes, Basil, and Parmesan",keep,
myplate-pasta-salad-with-herb-vinaigrette,Pasta Salad with Herb Vinaigrette,keep,
myplate-falafel-with-yogurt-sandwich,Falafel with Yogurt Sandwich,keep,
myplate-fish-with-spinach,Fish with Spinach,keep,
myplate-chicken-stew,Chicken Stew,keep,
myplate-mini-caprese-bites,Mini Caprese Bites,keep,
myplate-asparagus-with-gremolata-sauce,Asparagus with Gremolata Sauce,keep,
myplate-fruit-compote,Fruit Compote,keep,
myplate-lemon-spinach,Lemon Spinach,keep,
myplate-mock-southern-sweet-potato-pie,Mock Southern Sweet Potato Pie,keep,
myplate-sweet-potato-pie,Sweet Potato Pie,keep,
myplate-corn-salad-with-fresh-basil-and-lemon,Corn Salad with Fresh Basil and Lemon,keep,
myplate-easy-and-healthy-black-bean-soup,Easy and Healthy Black Bean Soup,keep,
myplate-spaghetti-with-quick-meat-sauce,Spaghetti with Quick Meat Sauce,keep,
myplate-beef-and-cabbage,Beef and Cabbage,keep,
myplate-baked-chicken-with-vegetables,Baked Chicken with Vegetables,fix,no image
myplate-cornbread-dressing,Cornbread Dressing,keep,
myplate-pumpkin-cheese-pie,Pumpkin Cheese Pie,keep,
myplate-easiest-banana-ice-cream,Easiest Banana Ice Cream,keep,
myplate-plantain-cups-with-shredded-chicken-mofonguitos,Plantain Cups with Shredded Chicken | Mofonguitos,fix,title has weird chars
myplate-lemon-potatoes,Lemon Potatoes,keep,
myplate-chili-and-spice-seasoning,Chili and Spice Seasoning,keep,
myplate-fat-free-apple-crumb-dessert,Fat-Free Apple Crumb Dessert,keep,
myplate-chicken-ratatouille,Chicken Ratatouille,keep,
